joint_short,height_bin,azimuth_bin,raw_abs_theta,signed_mean,n_test,bias_signed_theta,abs_bias,n_calib,corr_abs_theta,improvement,r2,n
L_Shoulder,3,2,4.710306416450682,-4.583348918763012,18,-11.414538720169801,13.006109273994943,750,16.124845136620483,-200.0,0.9581962718770954,11
L_Shoulder,3,4,22.115691922374527,-22.115691922374523,131,-19.916732666624615,19.91673266662462,272,42.03242458899914,-90.05701805094681,0.8230512895832196,10
L_Shoulder,3,6,3.308967128225952,-3.1960301351906497,27,-5.4370115500063125,5.947769181821418,584,8.745978678232264,-164.31144037750764,0.9013931445790312,11
L_Shoulder,3,7,5.865556343830361,5.865556343830362,171,3.9904507626153527,4.15385986366943,346,1.8751055812150086,68.03192278278388,0.4157139913706422,9
R_Elbow,0,0,33.33313097125955,33.33313097125955,69,31.316388913020763,33.904848339876466,564,2.016742058238787,93.94973709497118,0.4252221326955443,11
R_Elbow,0,1,53.1118725318918,53.1118725318918,478,53.41789159366859,53.41789159366859,419,0.3060190617767944,99.42382174231751,0.8643827399052021,12
R_Elbow,0,2,66.94253514401204,66.94253514401204,424,68.57284887915968,68.57284887915968,491,1.630313735147638,97.56460711916515,0.8579321422113263,12
R_Elbow,0,3,88.2654029049138,88.26540290491378,87,79.61831477615503,81.17173594892677,263,8.647088128758767,90.20330974065335,0.8339301632697783,9
R_Elbow,0,4,83.03760694343723,77.72043614988343,62,80.60931274674395,80.60931274674395,294,2.4282941966932725,97.07566934299136,0.5350246443490994,11
R_Elbow,0,5,62.57072197905376,62.57072197905376,149,64.69574751982266,64.69574751982266,290,2.1250255407689025,96.60380210814847,0.8404323082645168,9
R_Elbow,0,6,54.66867954925246,54.66867954925246,55,55.5834937452922,56.68280746666086,471,0.9148141960397425,98.32662101301429,0.4093577435413452,11
R_Elbow,0,7,34.984290767833016,34.984290767833016,18,33.72915836012374,34.886720208579,415,1.2551324077092758,96.41229711918776,0.6008065547563586,10
R_Elbow,1,0,33.50226816838294,32.508147451882934,273,35.1379109238843,35.57238394242533,502,1.6356427555013582,95.11781486769615,0.3888969880203943,14
R_Elbow,1,1,53.4691995748968,53.46919957489679,90,52.83764686090589,52.837646860905885,767,0.6315527139909065,98.81884763749594,0.9308030603673398,10
R_Elbow,1,2,75.482776357302,75.482776357302,55,67.44689565782546,67.44689565782546,740,8.035880699476536,89.35402076171889,0.8643647096911738,12
R_Elbow,1,3,82.20935402797079,82.20935402797078,80,82.76139692189753,83.36478052733413,371,0.552042893926739,99.32849138585992,0.7776148066835276,15
R_Elbow,1,4,77.24344461278578,77.24344461278578,70,79.77360492166622,84.13718614659008,448,2.53016030888044,96.7244336117273,0.6863709932999025,14
R_Elbow,1,5,66.25710395908125,66.25710395908125,156,63.693494855248986,63.693494855248986,245,2.5636091038322633,96.13081624362047,0.6815571497958879,10
R_Elbow,1,7,40.74653456806834,40.74653456806834,56,34.04032956190175,34.04032956190175,359,6.706205006166591,83.54165556100564,0.5109512854544231,12
R_Elbow,2,0,38.31689149572789,38.31689149572789,213,33.65158238485759,34.81828736070602,566,4.665309110870297,87.8244060810871,0.3640524721407385,11
R_Elbow,2,1,55.94789773769284,55.94789773769285,123,52.5223488396287,52.5223488396287,703,3.425548898064143,93.87725180644937,0.9485000800455762,12
R_Elbow,2,2,66.50387774951442,65.70763777372436,273,66.81553479773606,66.81553479773606,460,0.3116570482216474,99.53137011138584,0.8188264124728695,12
R_Elbow,2,3,82.37668472601078,82.37668472601078,82,85.03459669635697,85.03459669635696,396,2.6579119703461913,96.77346572129414,0.8768836455583511,9
R_Elbow,2,4,87.9059511035019,87.9059511035019,64,82.18563275000942,82.18563275000942,503,5.7203183534924875,93.49268362188893,0.6995978137517226,11
R_Elbow,2,6,57.75434445895191,57.75434445895191,24,59.75584394090532,61.312144473913634,531,2.0014994819534095,96.53446073935451,0.0735927319949095,12
R_Elbow,2,7,33.30727758032316,33.30727758032316,83,37.938066585176855,38.93551806376648,397,4.630789004853696,86.09676520788534,0.8658536039757987,7
R_Elbow,3,0,43.72997084377778,43.72997084377778,39,36.363187538818465,36.36318753881847,716,7.366783304959313,83.15392587093959,0.92467209552259,7
R_Elbow,3,1,54.31847364245239,54.31847364245238,180,52.4390138846948,52.4390138846948,481,1.8794597577575871,96.53992531136092,0.9187973718185408,12
R_Elbow,3,2,63.3607430384753,63.360743038475285,18,65.57953021563986,65.84568139253152,750,2.2187871771645646,96.49816736552911,0.6979277414128028,11
R_Elbow,3,4,82.19553184382109,82.19553184382109,131,79.1213939172541,79.1213939172541,272,3.0741379265669906,96.25996954140021,0.7022667092448089,11
R_Elbow,3,5,67.13380968155045,67.1329176905663,201,64.47098992272129,64.47098992272129,191,2.6628197588291584,96.03356375653303,0.8687016831503797,8
R_Elbow,3,6,60.841156929074124,60.84115692907413,27,59.32805404549022,60.03700805772847,584,1.5131028835839047,97.5130274308429,0.569591546907799,13
R_Elbow,3,7,34.18363971856011,34.183639718560116,171,39.196058112844526,39.19605811284453,346,5.012418394284417,85.33679141380925,0.8101322515634224,9
R_Hip,0,0,10.46681344747987,5.829315571077645,69,1.0636624400865133,8.46999650252288,564,9.403151007393356,10.162237489219944,0.8533010776831409,12
R_Hip,0,1,71.31382845040034,15.371543324799463,478,17.9373558643702,64.59457215296631,419,53.37647258603013,25.152703555728827,0.3843976197489124,13
R_Hip,0,2,138.55711677626445,22.548387530758642,424,34.06905657134292,136.96461556192202,491,104.48806020492154,24.5884566336322,0.8539274399652652,12
R_Hip,0,3,177.1104293469138,-54.92063540321267,87,-76.26379445441756,171.32307629979346,263,253.37422380133137,-43.06002460478282,0.7056384470929207,9
R_Hip,0,4,158.3466381101856,79.44730401614088,62,86.78840333519709,170.12666448461118,294,71.55823477498852,54.8091228023454,0.7880342990961534,11
R_Hip,0,5,146.5565320163223,24.586562068757612,149,9.161008470959876,130.21636839917315,290,137.39552354536244,6.2508360050028955,0.8930315706993144,9
R_Hip,0,6,63.04542070857404,-2.390663813950328,55,-5.233913944662548,82.00619340779423,471,68.27933465323659,-8.30181460578428,0.6164297021647582,11
R_Hip,0,7,10.877258575152766,-5.844384476284121,18,1.437336830458433,11.2953252183279,415,9.439921744694333,13.214146014160063,0.9235977244355528,10
R_Hip,1,0,7.259186840124207,4.278115234345005,273,5.087478698910646,6.790589542682017,502,2.1717081412135615,70.08331388841339,0.8148702929309869,14
R_Hip,1,1,70.88540491095004,50.94387204574717,90,66.75550389974394,71.65391289982145,767,4.129901011206101,94.17383449188969,0.5673180401534962,12
R_Hip,1,2,171.30468220079663,101.03812824408956,55,111.6503516798183,142.57465769531365,740,59.654330520978334,65.17647401426315,0.4260194652181247,12
R_Hip,1,3,174.51853851635377,68.57427296016564,80,27.116446387456875,172.75784610514165,371,147.4020921288969,15.537860113878876,0.6229759579841023,15
R_Hip,1,4,172.50393733074392,42.10397608710672,70,64.49196932819966,171.705665630865,448,108.01196800254426,37.3857955511754,0.6063395695425307,14
R_Hip,1,5,130.48282665909238,-96.50133377953635,156,-62.4946425258614,144.8327560383174,245,192.97746918495378,-47.89491776503188,0.4541663478533531,10
R_Hip,1,7,7.33174978405526,1.3928515789286635,56,-0.3772158270935997,8.067558421783076,359,7.70896561114886,-5.144963183467478,0.8669322247458169,12
R_Hip,2,0,13.342282818153539,10.217005741943995,213,6.120340790895201,8.692371753911889,566,7.221942027258337,45.871766281013414,0.9585217424305632,12
R_Hip,2,1,92.37459392226904,92.37459392226903,123,68.78485684767541,69.51408782831439,703,23.58973707459363,74.46295991899697,0.1952979790147433,13
R_Hip,2,2,127.4542858051755,117.58452609676816,273,126.57357702801886,137.11891512816618,460,0.8807087771566415,99.30900026500255,0.9208620660525458,12
R_Hip,2,3,174.89915730519795,114.03077725783683,82,91.16188542452824,174.97337861663607,396,83.73727188066971,52.122541256989194,0.9400472565453012,9
R_Hip,2,4,176.58369471511895,99.06078564556844,64,26.12687718942435,173.8399632883466,503,150.4568175256946,14.795747269630214,0.7131065619888888,11
R_Hip,2,6,101.88596132639145,-101.88596132639145,24,-81.76079332571547,93.87871843061009,531,183.64675465210692,-80.24735916638697,0.9029313131156688,12
R_Hip,2,7,5.112247291832212,1.518846037491699,83,-9.99947836423873,14.005442462695669,397,15.111725656070941,-195.5984871900622,0.4894721280764224,7
R_Hip,3,0,16.88326083887516,15.185981676179384,39,13.374078606725096,14.701461881401864,716,3.5091822321500636,79.21502092729699,0.9597421605502244,7
R_Hip,3,1,82.90937260330055,82.90937260330057,180,79.34617945076293,79.34617945076293,481,3.5631931525376217,95.70230356272678,0.8040456988589149,13
R_Hip,3,2,104.22539356166504,104.22539356166503,18,129.474308705683,129.82860604697038,750,25.248915144017957,75.77469915805172,0.9254992806402862,11
R_Hip,3,4,171.20898156438017,19.077094273349367,131,-18.450061669568143,170.79430708430033,272,189.6590432339483,-10.776339828077479,0.6995322901130756,11
R_Hip,3,5,116.71251924189755,-114.94361258712189,201,-117.69442146650051,140.97604743885196,191,234.40694070839805,-100.84129982882801,0.6275447734909475,8
R_Hip,3,6,106.41915779069198,-103.84633385356237,27,-84.02618036084958,89.58252436031101,584,190.44533815154156,-78.95775732985454,0.4195193214330244,13
R_Hip,3,7,6.094302650052538,0.9500749044959625,171,-10.674143080673677,15.318515862077021,346,16.768445730726214,-175.14954037574185,0.8397527501530397,9
R_Knee,0,0,8.52912335478909,-8.52912335478909,69,-6.7289915863541765,9.972132308904326,564,15.258114941143267,-78.89429319340138,0.7078711916823499,12
R_Knee,0,1,18.922547728271365,-18.55966978729645,478,-17.634119158430522,18.507563358362386,419,36.55666688670189,-93.19104071849769,0.5597719707505269,13
R_Knee,0,2,25.63493453818258,-25.17116872526307,424,-23.56662263631389,23.795619858684148,491,49.20155717449647,-91.93166692589759,0.5494530064835164,12
R_Knee,0,3,25.132679855078347,-25.13267985507835,87,-25.454006903865988,25.454006903865988,263,50.58668675894434,-101.2785228262187,0.3566102458344365,9
R_Knee,0,4,21.220376788154958,-18.44705444478878,62,-18.905851843043173,20.61758399308974,294,40.12622863119813,-89.092913060791,0.7699439800993017,11
R_Knee,0,5,17.876888962557874,-9.653357413159782,149,-7.686592359539633,16.19902675542801,290,25.56348132209751,-42.997371498132395,0.7737940973238052,9
R_Knee,0,6,16.210341737460865,-0.3115702507909718,55,-1.9681609662177197,15.628736507414416,471,18.178502703678586,-12.141390959509819,0.3100666748744685,11
R_Knee,0,7,8.541015963526013,-2.903086955544124,18,3.1905265729983916,10.046584789537112,415,5.3504893905276205,37.35535194669321,0.5959465990385802,10
R_Knee,1,0,6.840490196912048,-6.672696748349131,273,-7.514774709703517,8.746800885609426,502,14.355264906615567,-109.85725428121886,0.2392220841350328,14
R_Knee,1,1,19.62262434224453,-19.48787318159105,90,-19.65190660126488,20.184102654788422,767,39.27453094350941,-100.14922702748433,0.427630250857077,12
R_Knee,1,2,20.932819859717195,-20.93281985971719,55,-25.341919168691533,25.739733554774883,740,46.27473902840873,-121.06309297324603,0.7099791612050576,12
R_Knee,1,3,26.03656561202651,-26.03656561202651,80,-23.328935854282967,24.329584976734996,371,49.36550146630948,-89.60066470328613,0.4718712343679939,15
R_Knee,1,4,16.82526992453839,-14.547220436507823,70,-18.14707187016763,20.87796958100176,448,34.97234179470602,-107.85605194779961,0.7433545748535191,14
R_Knee,1,5,14.895351168679927,-7.209125163214344,156,-10.85778660299096,16.999799717402997,245,25.753137771670886,-72.8937940437507,0.5131980764858873,10
