Frame,Time,Hips_X,Hips_Y,Hips_Z,LeftUpperLeg_X,LeftUpperLeg_Y,LeftUpperLeg_Z,RightUpperLeg_X,RightUpperLeg_Y,RightUpperLeg_Z,LeftLowerLeg_X,LeftLowerLeg_Y,LeftLowerLeg_Z,RightLowerLeg_X,RightLowerLeg_Y,RightLowerLeg_Z,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,RightFoot_X,RightFoot_Y,RightFoot_Z,Spine_X,Spine_Y,Spine_Z,Chest_X,Chest_Y,Chest_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,LeftUpperArm_X,LeftUpperArm_Y,LeftUpperArm_Z,RightUpperArm_X,RightUpperArm_Y,RightUpperArm_Z,LeftLowerArm_X,LeftLowerArm_Y,LeftLowerArm_Z,RightLowerArm_X,RightLowerArm_Y,RightLowerArm_Z,LeftHand_X,LeftHand_Y,LeftHand_Z,RightHand_X,RightHand_Y,RightHand_Z,LeftToes_X,LeftToes_Y,LeftToes_Z,RightToes_X,RightToes_Y,RightToes_Z,LeftEye_X,LeftEye_Y,LeftEye_Z,RightEye_X,RightEye_Y,RightEye_Z,Jaw_X,Jaw_Y,Jaw_Z,LeftThumbProximal_X,LeftThumbProximal_Y,LeftThumbProximal_Z,LeftThumbIntermediate_X,LeftThumbIntermediate_Y,LeftThumbIntermediate_Z,LeftThumbDistal_X,LeftThumbDistal_Y,LeftThumbDistal_Z,LeftIndexProximal_X,LeftIndexProximal_Y,LeftIndexProximal_Z,LeftIndexIntermediate_X,LeftIndexIntermediate_Y,LeftIndexIntermediate_Z,LeftIndexDistal_X,LeftIndexDistal_Y,LeftIndexDistal_Z,LeftMiddleProximal_X,LeftMiddleProximal_Y,LeftMiddleProximal_Z,LeftMiddleIntermediate_X,LeftMiddleIntermediate_Y,LeftMiddleIntermediate_Z,LeftMiddleDistal_X,LeftMiddleDistal_Y,LeftMiddleDistal_Z,LeftRingProximal_X,LeftRingProximal_Y,LeftRingProximal_Z,LeftRingIntermediate_X,LeftRingIntermediate_Y,LeftRingIntermediate_Z,LeftRingDistal_X,LeftRingDistal_Y,LeftRingDistal_Z,LeftLittleProximal_X,LeftLittleProximal_Y,LeftLittleProximal_Z,LeftLittleIntermediate_X,LeftLittleIntermediate_Y,LeftLittleIntermediate_Z,LeftLittleDistal_X,LeftLittleDistal_Y,LeftLittleDistal_Z,RightThumbProximal_X,RightThumbProximal_Y,RightThumbProximal_Z,RightThumbIntermediate_X,RightThumbIntermediate_Y,RightThumbIntermediate_Z,RightThumbDistal_X,RightThumbDistal_Y,RightThumbDistal_Z,RightIndexProximal_X,RightIndexProximal_Y,RightIndexProximal_Z,RightIndexIntermediate_X,RightIndexIntermediate_Y,RightIndexIntermediate_Z,RightIndexDistal_X,RightIndexDistal_Y,RightIndexDistal_Z,RightMiddleProximal_X,RightMiddleProximal_Y,RightMiddleProximal_Z,RightMiddleIntermediate_X,RightMiddleIntermediate_Y,RightMiddleIntermediate_Z,RightMiddleDistal_X,RightMiddleDistal_Y,RightMiddleDistal_Z,RightRingProximal_X,RightRingProximal_Y,RightRingProximal_Z,RightRingIntermediate_X,RightRingIntermediate_Y,RightRingIntermediate_Z,RightRingDistal_X,RightRingDistal_Y,RightRingDistal_Z,RightLittleProximal_X,RightLittleProximal_Y,RightLittleProximal_Z,RightLittleIntermediate_X,RightLittleIntermediate_Y,RightLittleIntermediate_Z,RightLittleDistal_X,RightLittleDistal_Y,RightLittleDistal_Z,UpperChest_X,UpperChest_Y,UpperChest_Z
62,10.162,-0.286005,0.976955,-0.025301,-0.377046,0.911000,-0.036167,-0.195220,0.909923,-0.020659,-0.426998,0.550047,0.142856,-0.210381,0.507818,0.033316,-0.367247,0.175893,-0.040641,-0.207141,0.094620,-0.047247,-0.284698,1.076583,-0.033702,-0.285278,1.193875,-0.031196,-0.281491,1.472881,0.018787,-0.280790,1.566871,0.071767,-0.343733,1.416458,0.005430,-0.221646,1.414291,0.003902,-0.468936,1.387300,-0.007699,-0.099791,1.380466,-0.022663,-0.539980,1.124937,-0.042631,-0.014707,1.121218,0.002887,-0.580930,0.851947,-0.035189,0.003009,0.872604,0.121770,-0.382083,0.051128,0.053860,-0.207057,0.025281,0.093852,,,,,,,,,,-0.546112,0.812200,-0.031341,-0.524125,0.770230,-0.033896,-0.509184,0.729964,-0.042601,-0.564353,0.727172,-0.032948,-0.554276,0.690950,-0.043008,-0.539143,0.663496,-0.056558,-0.584087,0.725598,-0.053821,-0.574105,0.695174,-0.070581,-0.559824,0.670311,-0.089942,-0.598000,0.734656,-0.069798,-0.588857,0.704896,-0.087897,-0.573170,0.684715,-0.108885,-0.611701,0.750307,-0.088666,-0.598908,0.719208,-0.112756,-0.585844,0.705364,-0.130392,-0.033400,0.842362,0.145577,-0.061241,0.805999,0.157989,-0.076224,0.764885,0.160320,-0.019269,0.766720,0.186121,-0.033258,0.731250,0.193926,-0.054504,0.704676,0.190964,-0.000697,0.753723,0.168407,-0.012756,0.719952,0.172902,-0.036599,0.696936,0.162964,0.012811,0.752744,0.149767,0.000737,0.718909,0.152275,-0.024424,0.702990,0.137878,0.026271,0.756056,0.125344,0.010150,0.717960,0.125496,-0.007503,0.700668,0.117579,-0.284579,1.328188,-0.022623
63,10.195,-0.290467,0.977697,0.023387,-0.381537,0.911754,0.012699,-0.199564,0.910731,0.026378,-0.422310,0.550901,0.194232,-0.213074,0.505176,0.039558,-0.377177,0.138628,0.121936,-0.208695,0.093567,-0.048714,-0.289357,1.077414,0.016080,-0.289571,1.194695,0.019083,-0.289826,1.473917,0.068397,-0.291922,1.568146,0.120913,-0.350871,1.416604,0.053404,-0.228777,1.416071,0.055646,-0.475108,1.386442,0.034596,-0.105354,1.384541,0.033940,-0.540550,1.126868,-0.024061,-0.012211,1.130218,0.075724,-0.580297,0.853984,-0.038553,-0.004428,0.892468,0.215974,-0.398848,0.044086,0.245666,-0.208341,0.025142,0.092830,,,,,,,,,,-0.543893,0.815805,-0.033642,-0.519425,0.775261,-0.036639,-0.501220,0.736545,-0.046120,-0.557030,0.730342,-0.043062,-0.544134,0.695282,-0.053980,-0.526260,0.669404,-0.067292,-0.574323,0.729362,-0.066034,-0.561099,0.700589,-0.083450,-0.543606,0.677719,-0.102633,-0.586954,0.738893,-0.082781,-0.574576,0.710792,-0.101596,-0.555851,0.692697,-0.121987,-0.599441,0.755214,-0.101921,-0.582634,0.726498,-0.126498,-0.567113,0.714534,-0.143507,-0.042608,0.862224,0.236818,-0.071105,0.825750,0.247262,-0.086094,0.784617,0.249203,-0.031581,0.787568,0.280063,-0.046223,0.752159,0.286885,-0.067014,0.725481,0.282155,-0.011259,0.774472,0.264469,-0.023617,0.740721,0.268239,-0.046312,0.717489,0.256313,0.003977,0.773308,0.247225,-0.008189,0.739466,0.249106,-0.031799,0.723228,0.232592,0.019672,0.776322,0.224132,0.003638,0.738194,0.223481,-0.013177,0.720723,0.214244,-0.289711,1.329013,0.027613
64,10.228,-0.295742,0.972199,0.072828,-0.386042,0.905100,0.062810,-0.203901,0.906468,0.073997,-0.415862,0.542213,0.242408,-0.212131,0.500746,0.061603,-0.395738,0.124029,0.286566,-0.209366,0.094048,-0.047128,-0.296095,1.071980,0.066372,-0.295052,1.189249,0.069657,-0.298715,1.468626,0.118170,-0.302885,1.563121,0.170083,-0.358529,1.410463,0.101583,-0.236564,1.411532,0.107530,-0.481634,1.379277,0.077680,-0.111629,1.382982,0.090959,-0.538613,1.123494,-0.002507,-0.009137,1.135772,0.149990,-0.574594,0.852033,-0.038143,-0.012658,0.911349,0.310855,-0.423256,0.064544,0.429468,-0.207706,0.024828,0.094019,,,,,,,,,,-0.537496,0.814857,-0.031170,-0.511343,0.775330,-0.033431,-0.490730,0.737753,-0.042563,-0.546357,0.729593,-0.045895,-0.531196,0.695516,-0.057012,-0.511150,0.670878,-0.069560,-0.561103,0.729207,-0.070595,-0.545088,0.701752,-0.087795,-0.524860,0.680411,-0.106027,-0.572262,0.739151,-0.088129,-0.556961,0.712431,-0.106805,-0.535561,0.695975,-0.125911,-0.583283,0.755999,-0.107708,-0.562890,0.729088,-0.131606,-0.545213,0.718487,-0.147369,-0.052400,0.881232,0.328756,-0.081307,0.844663,0.337619,-0.096549,0.803650,0.340056,-0.044970,0.808596,0.376020,-0.060299,0.773332,0.382036,-0.080386,0.746462,0.375645,-0.022898,0.795281,0.363246,-0.035397,0.761549,0.366709,-0.056479,0.737745,0.353076,-0.005882,0.793722,0.347789,-0.018124,0.759894,0.349429,-0.039746,0.743018,0.330948,0.012155,0.796110,0.326397,-0.003882,0.757989,0.325520,-0.019698,0.740181,0.315221,-0.295487,1.323575,0.078043
65,10.262,-0.301590,0.960944,0.124333,-0.390288,0.891529,0.115923,-0.208048,0.897656,0.123232,-0.412781,0.536726,0.311986,-0.208493,0.492602,0.095619,-0.419463,0.135680,0.439856,-0.210064,0.095889,-0.045270,-0.304704,1.060708,0.118360,-0.302061,1.177959,0.121352,-0.308787,1.457523,0.168409,-0.314266,1.552293,0.219695,-0.367364,1.398487,0.150542,-0.245629,1.401201,0.159772,-0.489384,1.366480,0.122519,-0.119589,1.375049,0.148429,-0.536387,1.114900,0.024537,-0.008726,1.137063,0.227000,-0.567256,0.846109,-0.030727,-0.020160,0.925341,0.403916,-0.448959,0.112635,0.592551,-0.207261,0.023833,0.094432,,,,,,,,,,-0.530324,0.809257,-0.021514,-0.503275,0.770291,-0.022714,-0.481019,0.733489,-0.031117,-0.535871,0.724600,-0.040683,-0.518825,0.691420,-0.051788,-0.497002,0.667842,-0.063371,-0.547976,0.725072,-0.066778,-0.529649,0.698762,-0.083451,-0.507170,0.678683,-0.100437,-0.557465,0.735604,-0.084940,-0.539640,0.710141,-0.103127,-0.515970,0.695065,-0.120628,-0.566747,0.753125,-0.104828,-0.543376,0.727726,-0.127630,-0.523926,0.718185,-0.141912,-0.061015,0.895680,0.419979,-0.090082,0.859185,0.428620,-0.105707,0.818466,0.432879,-0.057209,0.826820,0.472979,-0.072901,0.791801,0.479474,-0.092034,0.764349,0.472646,-0.033761,0.813134,0.463465,-0.046142,0.779475,0.467921,-0.065427,0.754438,0.453842,-0.015260,0.810861,0.449921,-0.027379,0.777050,0.452535,-0.046880,0.758728,0.433096,0.004789,0.812120,0.430297,-0.011064,0.773913,0.430577,-0.025775,0.755302,0.420064,-0.302577,1.312318,0.129202
66,10.295,-0.307576,0.946518,0.177827,-0.394983,0.875288,0.171282,-0.212790,0.885193,0.174418,-0.412876,0.535575,0.392883,-0.206293,0.481962,0.127574,-0.434890,0.153106,0.567426,-0.211220,0.097604,-0.044117,-0.312899,1.046207,0.172179,-0.309895,1.163467,0.174391,-0.319339,1.443276,0.219391,-0.325703,1.538337,0.270032,-0.376966,1.383540,0.200773,-0.255473,1.387523,0.212422,-0.498093,1.351433,0.169214,-0.128917,1.362178,0.206135,-0.536105,1.103656,0.058473,-0.012620,1.134348,0.304471,-0.562806,0.838614,-0.014297,-0.029538,0.933195,0.492904,-0.463032,0.164749,0.721664,-0.207383,0.023035,0.094236,,,,,,,,,,-0.526281,0.801700,-0.003796,-0.498684,0.763110,-0.004611,-0.475241,0.726995,-0.012763,-0.528985,0.718079,-0.027571,-0.509560,0.686580,-0.039624,-0.485796,0.664888,-0.051072,-0.538825,0.719762,-0.054552,-0.518199,0.695187,-0.071186,-0.493640,0.676975,-0.087379,-0.546878,0.731112,-0.072914,-0.526498,0.707531,-0.090954,-0.500780,0.694449,-0.107118,-0.554675,0.749532,-0.092627,-0.528771,0.725963,-0.114643,-0.507917,0.717641,-0.127650,-0.070750,0.903729,0.508406,-0.099457,0.867197,0.518040,-0.114486,0.826585,0.524757,-0.069337,0.839896,0.567470,-0.084737,0.805084,0.575578,-0.102639,0.776630,0.569559,-0.044872,0.826204,0.561017,-0.056671,0.792656,0.567447,-0.074124,0.765913,0.554134,-0.025314,0.823365,0.549171,-0.036831,0.789546,0.553694,-0.054298,0.769115,0.534424,-0.003829,0.823566,0.531088,-0.018907,0.785130,0.533641,-0.032395,0.765277,0.523781,-0.310925,1.297872,0.181348
67,10.328,-0.313648,0.931956,0.231760,-0.400678,0.860160,0.226497,-0.218527,0.871266,0.226733,-0.416821,0.533495,0.467040,-0.207898,0.471556,0.156372,-0.443281,0.157799,0.655150,-0.212073,0.100866,-0.043138,-0.319718,1.031617,0.226362,-0.317672,1.148906,0.228053,-0.329338,1.428834,0.271769,-0.336708,1.524109,0.321867,-0.386343,1.368786,0.252262,-0.265116,1.373329,0.266244,-0.506478,1.336788,0.217017,-0.138360,1.348248,0.264725,-0.537376,1.090962,0.099900,-0.019757,1.128864,0.378328,-0.561377,0.829977,0.012914,-0.038344,0.934214,0.573320,-0.469110,0.186719,0.807509,-0.207793,0.023407,0.093605,,,,,,,,,,-0.525005,0.792896,0.023357,-0.496972,0.754637,0.021982,-0.472696,0.719163,0.013464,-0.525598,0.710567,-0.004693,-0.503873,0.681345,-0.018435,-0.478428,0.662074,-0.030581,-0.534112,0.713531,-0.032014,-0.511592,0.691031,-0.049121,-0.485456,0.675003,-0.065153,-0.541374,0.725728,-0.050162,-0.518924,0.704294,-0.068422,-0.491745,0.693410,-0.083806,-0.548392,0.745056,-0.069289,-0.520703,0.723286,-0.090982,-0.498950,0.716122,-0.103181,-0.079269,0.904447,0.589007,-0.107165,0.867675,0.600010,-0.120671,0.826974,0.609029,-0.078735,0.845353,0.652825,-0.093366,0.810671,0.662717,-0.109954,0.781204,0.657934,-0.053511,0.832160,0.648661,-0.064392,0.798747,0.657101,-0.080154,0.770416,0.645020,-0.033279,0.829185,0.638047,-0.043860,0.795375,0.644508,-0.059579,0.772949,0.625966,-0.010902,0.828843,0.621082,-0.024830,0.790197,0.625952,-0.037141,0.769158,0.617058,-0.319580,1.283330,0.234437
68,10.362,-0.320364,0.920595,0.287655,-0.407867,0.849313,0.283302,-0.225652,0.859281,0.282481,-0.423079,0.521220,0.521955,-0.214172,0.465192,0.185558,-0.442040,0.142142,0.704088,-0.212509,0.108485,-0.038027,-0.325843,1.020256,0.281684,-0.325232,1.137568,0.282891,-0.339595,1.417506,0.325669,-0.348749,1.512934,0.375179,-0.395839,1.357206,0.304777,-0.275034,1.362249,0.321894,-0.514642,1.324178,0.266133,-0.148078,1.338313,0.324669,-0.540669,1.077619,0.149373,-0.029059,1.123004,0.445409,-0.562830,0.819339,0.054208,-0.043955,0.929269,0.641624,-0.462711,0.156013,0.859321,-0.207906,0.023584,0.094213,,,,,,,,,,-0.526412,0.781851,0.062882,-0.498328,0.743738,0.059694,-0.474063,0.708778,0.049236,-0.526889,0.700952,0.030940,-0.504686,0.673054,0.015335,-0.478947,0.655059,0.001920,-0.535400,0.705203,0.003789,-0.512566,0.683912,-0.014413,-0.486200,0.669070,-0.031192,-0.542675,0.718242,-0.013759,-0.519871,0.698065,-0.032986,-0.492490,0.688320,-0.048772,-0.549715,0.738450,-0.031945,-0.521791,0.717786,-0.054405,-0.499937,0.711246,-0.066771,-0.084450,0.899373,0.658156,-0.111621,0.862570,0.670756,-0.123842,0.821993,0.681912,-0.083946,0.844338,0.725507,-0.097813,0.809964,0.737375,-0.113449,0.779768,0.734207,-0.058281,0.831633,0.722763,-0.068365,0.798522,0.733157,-0.083001,0.768993,0.722628,-0.037715,0.828588,0.712833,-0.047471,0.794949,0.721205,-0.062081,0.770936,0.703776,-0.014916,0.827840,0.696454,-0.027746,0.789150,0.703503,-0.039179,0.767203,0.695698,-0.328300,1.271991,0.288815
69,10.395,-0.328585,0.913027,0.348259,-0.416997,0.842846,0.344439,-0.234665,0.850400,0.344592,-0.428240,0.506890,0.572120,-0.224815,0.464820,0.217853,-0.437458,0.119161,0.735869,-0.213023,0.121444,-0.025431,-0.332706,1.012650,0.340755,-0.333555,1.129966,0.340257,-0.350787,1.410380,0.378696,-0.362464,1.506332,0.426637,-0.406190,1.349520,0.357189,-0.285897,1.355396,0.377371,-0.523745,1.314414,0.316606,-0.158793,1.332863,0.383312,-0.549336,1.064829,0.206362,-0.039953,1.116979,0.503198,-0.572156,0.805764,0.113515,-0.046004,0.918656,0.695259,-0.452178,0.097570,0.890898,-0.206656,0.022287,0.096405,,,,,,,,,,-0.536135,0.767326,0.119168,-0.509035,0.728810,0.113377,-0.486190,0.693853,0.100094,-0.539855,0.687536,0.084746,-0.518995,0.659846,0.067059,-0.494315,0.641905,0.051718,-0.549606,0.692832,0.058203,-0.528100,0.671672,0.038309,-0.502868,0.656842,0.019858,-0.557467,0.706573,0.041462,-0.536001,0.686613,0.020541,-0.509605,0.676875,0.003157,-0.564977,0.727493,0.024299,-0.538493,0.706896,0.000101,-0.517347,0.700242,-0.013386,-0.086023,0.888771,0.712932,-0.112611,0.852046,0.726925,-0.123519,0.811522,0.739538,-0.084647,0.836322,0.782303,-0.097546,0.802412,0.796390,-0.112495,0.771727,0.795248,-0.058786,0.823927,0.780020,-0.068063,0.791203,0.792233,-0.082114,0.760840,0.783422,-0.038175,0.820833,0.770197,-0.047024,0.787434,0.780351,-0.061112,0.762200,0.764271,-0.015369,0.819828,0.753841,-0.026899,0.781105,0.762716,-0.037654,0.758488,0.755925,-0.337868,1.264428,0.344177
70,10.428,-0.338497,0.908811,0.411764,-0.427553,0.839453,0.407871,-0.245166,0.845232,0.409854,-0.435326,0.500236,0.630813,-0.234181,0.466415,0.264223,-0.435218,0.100735,0.763600,-0.213808,0.139847,-0.000676,-0.341556,1.008370,0.403001,-0.343884,1.125633,0.400188,-0.361888,1.406990,0.431255,-0.375918,1.503863,0.476643,-0.417191,1.345700,0.410736,-0.297136,1.351836,0.432208,-0.534274,1.309130,0.370080,-0.170083,1.329302,0.439158,-0.565437,1.055724,0.270501,-0.053186,1.108209,0.551204,-0.593442,0.793054,0.190028,-0.048227,0.900860,0.733517,-0.448188,0.045416,0.910189,-0.204064,0.018151,0.098379,,,,,,,,,,-0.558043,0.753820,0.193847,-0.532212,0.714654,0.186757,-0.511190,0.679225,0.171818,-0.565576,0.673955,0.160231,-0.546340,0.645845,0.141404,-0.522976,0.627396,0.124667,-0.576724,0.679335,0.134262,-0.556764,0.657610,0.113388,-0.532880,0.642146,0.093705,-0.585225,0.693164,0.117911,-0.565368,0.672636,0.095976,-0.540188,0.662231,0.077226,-0.593236,0.714162,0.101071,-0.568446,0.692623,0.075917,-0.548158,0.685266,0.061509,-0.088176,0.871345,0.751952,-0.114788,0.834882,0.766571,-0.125314,0.794377,0.779565,-0.086153,0.819372,0.821665,-0.098382,0.785977,0.837476,-0.113165,0.755196,0.838041,-0.060401,0.806803,0.819112,-0.069278,0.774449,0.832546,-0.083444,0.743777,0.825090,-0.039948,0.803514,0.809026,-0.048313,0.770349,0.820292,-0.062564,0.744575,0.805244,-0.017378,0.802256,0.792363,-0.028212,0.763540,0.802106,-0.038797,0.740678,0.795897,-0.348948,1.260124,0.400866
71,10.462,-0.348631,0.907901,0.472586,-0.438145,0.839147,0.468481,-0.255753,0.843635,0.472409,-0.449680,0.506851,0.701457,-0.233641,0.458630,0.345468,-0.435572,0.093207,0.778477,-0.210744,0.164202,0.045433,-0.350866,1.007375,0.462686,-0.354377,1.124564,0.458391,-0.371898,1.406615,0.483745,-0.387561,1.504276,0.526856,-0.427581,1.345179,0.464748,-0.307441,1.351145,0.485796,-0.544945,1.307727,0.425742,-0.180519,1.327703,0.492101,-0.585369,1.051086,0.338545,-0.066170,1.098197,0.588812,-0.620911,0.784383,0.276400,-0.049450,0.878180,0.754850,-0.447875,0.021083,0.917629,-0.200059,0.017206,0.100158,,,,,,,,,,-0.585936,0.744924,0.281567,-0.560879,0.704995,0.276153,-0.541166,0.668512,0.261987,-0.595638,0.663230,0.253335,-0.577404,0.633879,0.235424,-0.554887,0.614215,0.218912,-0.607558,0.667137,0.227444,-0.588476,0.643909,0.207385,-0.565373,0.626952,0.188001,-0.616403,0.680042,0.210529,-0.597525,0.657863,0.189349,-0.573101,0.645897,0.170532,-0.624678,0.700060,0.192657,-0.600702,0.676313,0.168732,-0.580838,0.667543,0.154526,-0.089378,0.848754,0.773474,-0.116175,0.812293,0.787755,-0.127482,0.771756,0.799971,-0.086420,0.794839,0.841662,-0.098286,0.761411,0.857678,-0.113243,0.730722,0.858596,-0.060936,0.781969,0.838115,-0.069634,0.749547,0.851502,-0.084272,0.719030,0.844329,-0.040793,0.778662,0.827429,-0.049051,0.745393,0.838468,-0.063936,0.719922,0.823520,-0.018667,0.777536,0.810172,-0.029459,0.738674,0.819361,-0.040333,0.715978,0.813038,-0.359824,1.259031,0.456659
72,10.495,-0.358135,0.910027,0.529589,-0.447914,0.841645,0.525083,-0.265563,0.845338,0.531153,-0.465471,0.515715,0.766522,-0.225859,0.448018,0.457723,-0.434727,0.096004,0.777965,-0.211674,0.198288,0.119098,-0.359785,1.009408,0.518692,-0.363288,1.126570,0.513719,-0.380565,1.408889,0.536509,-0.397092,1.506876,0.578546,-0.436428,1.347263,0.518693,-0.316098,1.353432,0.538566,-0.554274,1.308520,0.482503,-0.189202,1.329493,0.543335,-0.603865,1.049013,0.409712,-0.076650,1.091725,0.620147,-0.645000,0.778698,0.371062,-0.048862,0.858597,0.765526,-0.447167,0.023927,0.917131,-0.204957,0.041217,0.119640,,,,,,,,,,-0.610694,0.739239,0.379611,-0.586540,0.698435,0.377877,-0.568523,0.660420,0.365604,-0.622584,0.655296,0.360184,-0.605658,0.623783,0.344848,-0.584180,0.601889,0.329827,-0.634979,0.656768,0.334264,-0.616816,0.631161,0.316362,-0.594491,0.611770,0.298401,-0.643933,0.668046,0.316278,-0.626205,0.643211,0.297151,-0.602609,0.628606,0.279159,-0.652200,0.686288,0.296592,-0.628960,0.659408,0.275412,-0.609453,0.648576,0.262166,-0.088284,0.828302,0.783831,-0.114773,0.791184,0.796951,-0.126118,0.750140,0.807292,-0.083275,0.770601,0.848720,-0.094619,0.736350,0.863311,-0.109595,0.705658,0.863104,-0.057998,0.757864,0.843571,-0.066182,0.724812,0.855681,-0.081080,0.694632,0.847666,-0.038253,0.755098,0.832022,-0.046205,0.721292,0.841552,-0.061686,0.696658,0.825826,-0.016740,0.754874,0.813972,-0.027286,0.715584,0.821475,-0.038422,0.693244,0.814387,-0.368757,1.261018,0.510913
73,10.528,-0.366303,0.915390,0.583914,-0.456341,0.847392,0.578795,-0.274067,0.850286,0.587183,-0.475281,0.515255,0.811514,-0.223782,0.447463,0.581173,-0.434825,0.097503,0.778669,-0.219619,0.236635,0.216801,-0.367342,1.014687,0.572208,-0.370193,1.131856,0.566991,-0.385291,1.414257,0.590038,-0.401246,1.512169,0.632467,-0.441904,1.352944,0.573560,-0.321099,1.358446,0.590535,-0.560652,1.313578,0.541191,-0.194309,1.333532,0.591952,-0.619505,1.051699,0.485900,-0.086188,1.088558,0.650255,-0.664547,0.779438,0.475848,-0.050076,0.844454,0.774212,-0.447322,0.025521,0.917878,-0.207932,0.082238,0.189564,,,,,,,,,,-0.631111,0.740093,0.487721,-0.608094,0.698647,0.489715,-0.592197,0.659151,0.479339,-0.645673,0.654977,0.477308,-0.630512,0.621283,0.465079,-0.610410,0.596953,0.452028,-0.658624,0.654138,0.451633,-0.641770,0.626163,0.436162,-0.620555,0.604209,0.419883,-0.667692,0.663764,0.432765,-0.651514,0.636288,0.416026,-0.629042,0.618845,0.399157,-0.675928,0.680120,0.411475,-0.653872,0.650359,0.393065,-0.634949,0.637512,0.380809,-0.089059,0.813168,0.791774,-0.115352,0.775367,0.803232,-0.125818,0.733509,0.810889,-0.082206,0.751077,0.852296,-0.093365,0.715865,0.864558,-0.108600,0.685373,0.862448,-0.057226,0.738597,0.845378,-0.065150,0.704805,0.855445,-0.080489,0.675304,0.845885,-0.037922,0.736536,0.832968,-0.045774,0.702174,0.840345,-0.061967,0.678792,0.823466,-0.017062,0.737453,0.814189,-0.027434,0.697761,0.819497,-0.038886,0.675936,0.811385,-0.374915,1.266332,0.564140
74,10.562,-0.372302,0.923817,0.635683,-0.462651,0.856294,0.629833,-0.280491,0.858219,0.640611,-0.478650,0.510662,0.842234,-0.229206,0.459830,0.699663,-0.434918,0.096898,0.778044,-0.232738,0.257796,0.330335,-0.372618,1.023037,0.623295,-0.374613,1.140224,0.618097,-0.385765,1.422559,0.643345,-0.399158,1.520263,0.687119,-0.443709,1.361958,0.628994,-0.322207,1.366097,0.640502,-0.563834,1.322603,0.602168,-0.195743,1.339925,0.635989,-0.630192,1.058965,0.567623,-0.093699,1.089186,0.678634,-0.675735,0.787551,0.590335,-0.047914,0.836641,0.780521,-0.447407,0.024592,0.917086,-0.210337,0.103919,0.307170,,,,,,,,,,-0.642554,0.748904,0.604910,-0.620224,0.707385,0.610289,-0.605844,0.666680,0.602761,-0.659057,0.663512,0.603937,-0.645390,0.628176,0.595030,-0.626557,0.601875,0.584079,-0.673060,0.660326,0.579008,-0.657606,0.630362,0.565994,-0.637675,0.606164,0.551358,-0.682717,0.668162,0.559612,-0.667880,0.638646,0.545274,-0.646529,0.618929,0.529489,-0.691522,0.682423,0.537079,-0.670835,0.650478,0.520869,-0.652687,0.636062,0.509200,-0.086033,0.804016,0.797536,-0.111777,0.765389,0.807370,-0.120621,0.722710,0.811911,-0.076324,0.737566,0.852810,-0.086895,0.701489,0.862882,-0.102239,0.671205,0.859163,-0.051717,0.725709,0.843776,-0.059203,0.691230,0.851598,-0.075037,0.662532,0.840521,-0.033038,0.724641,0.830330,-0.040482,0.689786,0.835484,-0.057454,0.667672,0.817687,-0.013107,0.727025,0.810690,-0.022885,0.686930,0.813509,-0.034551,0.665645,0.804335,-0.378130,1.274749,0.615884
75,10.595,-0.375641,0.934839,0.685505,-0.466292,0.867800,0.678806,-0.284285,0.868748,0.692036,-0.476598,0.506102,0.862926,-0.235077,0.483124,0.809100,-0.435279,0.095414,0.780096,-0.245755,0.257927,0.453564,-0.375217,1.033988,0.672566,-0.376498,1.151190,0.667455,-0.384091,1.433390,0.694789,-0.393905,1.530910,0.739901,-0.443189,1.373331,0.683117,-0.321217,1.376484,0.688135,-0.564761,1.334290,0.663255,-0.195460,1.349184,0.676370,-0.635040,1.069692,0.650996,-0.098692,1.094121,0.702451,-0.674641,0.802436,0.708109,-0.042290,0.835455,0.780979,-0.447817,0.023230,0.919198,-0.223459,0.102315,0.451436,,,,,,,,,,-0.640778,0.765220,0.724699,-0.618430,0.724254,0.733291,-0.604693,0.682775,0.729969,-0.657953,0.680569,0.734918,-0.645129,0.644214,0.729567,-0.627242,0.616499,0.720722,-0.673761,0.674732,0.711601,-0.659540,0.643188,0.701167,-0.640924,0.617105,0.688127,-0.684749,0.680412,0.692162,-0.670876,0.649428,0.680147,-0.650629,0.628004,0.665150,-0.695065,0.692095,0.668802,-0.675867,0.658335,0.654558,-0.658726,0.642561,0.643126,-0.078609,0.801029,0.798380,-0.103179,0.761383,0.807096,-0.110568,0.718209,0.808423,-0.063786,0.730354,0.846862,-0.072861,0.693464,0.855316,-0.088065,0.663206,0.850886,-0.039975,0.719615,0.834804,-0.046563,0.684532,0.840449,-0.063143,0.656612,0.828507,-0.022513,0.719913,0.819776,-0.029038,0.684630,0.822849,-0.047239,0.663630,0.804918,-0.004358,0.724182,0.798780,-0.013184,0.683769,0.798920,-0.025246,0.663085,0.788920,-0.379085,1.285744,0.665879
