Frame,Time,Hips_X,Hips_Y,Hips_Z,LeftUpperLeg_X,LeftUpperLeg_Y,LeftUpperLeg_Z,RightUpperLeg_X,RightUpperLeg_Y,RightUpperLeg_Z,LeftLowerLeg_X,LeftLowerLeg_Y,LeftLowerLeg_Z,RightLowerLeg_X,RightLowerLeg_Y,RightLowerLeg_Z,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,RightFoot_X,RightFoot_Y,RightFoot_Z,Spine_X,Spine_Y,Spine_Z,Chest_X,Chest_Y,Chest_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,LeftUpperArm_X,LeftUpperArm_Y,LeftUpperArm_Z,RightUpperArm_X,RightUpperArm_Y,RightUpperArm_Z,LeftLowerArm_X,LeftLowerArm_Y,LeftLowerArm_Z,RightLowerArm_X,RightLowerArm_Y,RightLowerArm_Z,LeftHand_X,LeftHand_Y,LeftHand_Z,RightHand_X,RightHand_Y,RightHand_Z,LeftToes_X,LeftToes_Y,LeftToes_Z,RightToes_X,RightToes_Y,RightToes_Z,LeftEye_X,LeftEye_Y,LeftEye_Z,RightEye_X,RightEye_Y,RightEye_Z,Jaw_X,Jaw_Y,Jaw_Z,LeftThumbProximal_X,LeftThumbProximal_Y,LeftThumbProximal_Z,LeftThumbIntermediate_X,LeftThumbIntermediate_Y,LeftThumbIntermediate_Z,LeftThumbDistal_X,LeftThumbDistal_Y,LeftThumbDistal_Z,LeftIndexProximal_X,LeftIndexProximal_Y,LeftIndexProximal_Z,LeftIndexIntermediate_X,LeftIndexIntermediate_Y,LeftIndexIntermediate_Z,LeftIndexDistal_X,LeftIndexDistal_Y,LeftIndexDistal_Z,LeftMiddleProximal_X,LeftMiddleProximal_Y,LeftMiddleProximal_Z,LeftMiddleIntermediate_X,LeftMiddleIntermediate_Y,LeftMiddleIntermediate_Z,LeftMiddleDistal_X,LeftMiddleDistal_Y,LeftMiddleDistal_Z,LeftRingProximal_X,LeftRingProximal_Y,LeftRingProximal_Z,LeftRingIntermediate_X,LeftRingIntermediate_Y,LeftRingIntermediate_Z,LeftRingDistal_X,LeftRingDistal_Y,LeftRingDistal_Z,LeftLittleProximal_X,LeftLittleProximal_Y,LeftLittleProximal_Z,LeftLittleIntermediate_X,LeftLittleIntermediate_Y,LeftLittleIntermediate_Z,LeftLittleDistal_X,LeftLittleDistal_Y,LeftLittleDistal_Z,RightThumbProximal_X,RightThumbProximal_Y,RightThumbProximal_Z,RightThumbIntermediate_X,RightThumbIntermediate_Y,RightThumbIntermediate_Z,RightThumbDistal_X,RightThumbDistal_Y,RightThumbDistal_Z,RightIndexProximal_X,RightIndexProximal_Y,RightIndexProximal_Z,RightIndexIntermediate_X,RightIndexIntermediate_Y,RightIndexIntermediate_Z,RightIndexDistal_X,RightIndexDistal_Y,RightIndexDistal_Z,RightMiddleProximal_X,RightMiddleProximal_Y,RightMiddleProximal_Z,RightMiddleIntermediate_X,RightMiddleIntermediate_Y,RightMiddleIntermediate_Z,RightMiddleDistal_X,RightMiddleDistal_Y,RightMiddleDistal_Z,RightRingProximal_X,RightRingProximal_Y,RightRingProximal_Z,RightRingIntermediate_X,RightRingIntermediate_Y,RightRingIntermediate_Z,RightRingDistal_X,RightRingDistal_Y,RightRingDistal_Z,RightLittleProximal_X,RightLittleProximal_Y,RightLittleProximal_Z,RightLittleIntermediate_X,RightLittleIntermediate_Y,RightLittleIntermediate_Z,RightLittleDistal_X,RightLittleDistal_Y,RightLittleDistal_Z,UpperChest_X,UpperChest_Y,UpperChest_Z
36,9.295,-0.222253,0.935401,-1.419324,-0.309283,0.863604,-1.424587,-0.127132,0.874711,-1.424351,-0.325426,0.536939,-1.184043,-0.116503,0.475001,-1.494712,-0.351886,0.161243,-0.995933,-0.120678,0.104311,-1.694223,-0.228323,1.035061,-1.424722,-0.226277,1.152351,-1.423031,-0.237943,1.432279,-1.379315,-0.245313,1.527554,-1.329217,-0.294948,1.372230,-1.398822,-0.173721,1.376774,-1.384840,-0.415083,1.340233,-1.434067,-0.046965,1.351693,-1.386359,-0.445981,1.094406,-1.551184,0.071638,1.132309,-1.272755,-0.469981,0.833421,-1.638171,0.053051,0.937659,-1.077763,-0.377715,0.190163,-0.843574,-0.116398,0.026852,-1.557480,,,,,,,,,,-0.433610,0.796340,-1.627727,-0.405577,0.758081,-1.629102,-0.381301,0.722607,-1.637621,-0.434202,0.714012,-1.655778,-0.412477,0.684790,-1.669519,-0.387032,0.665519,-1.681666,-0.442716,0.716976,-1.683098,-0.420196,0.694476,-1.700205,-0.394060,0.678447,-1.716237,-0.449978,0.729173,-1.701246,-0.427529,0.707739,-1.719506,-0.400349,0.696854,-1.734890,-0.456996,0.748501,-1.720373,-0.429308,0.726731,-1.742067,-0.407555,0.719567,-1.754265,0.012126,0.907892,-1.062077,-0.015770,0.871120,-1.051073,-0.029276,0.830419,-1.042054,0.012659,0.848798,-0.998259,-0.001971,0.814116,-0.988367,-0.018559,0.784649,-0.993150,0.037883,0.835605,-1.002422,0.027002,0.802192,-0.993982,0.011241,0.773861,-1.006063,0.058116,0.832630,-1.013036,0.047535,0.798820,-1.006575,0.031815,0.776394,-1.025117,0.080493,0.832288,-1.030002,0.066565,0.793642,-1.025131,0.054254,0.772603,-1.034025,-0.228185,1.286774,-1.416647
37,9.328,-0.228969,0.924039,-1.363429,-0.316472,0.852758,-1.367782,-0.134257,0.862725,-1.368602,-0.331684,0.524665,-1.129129,-0.122778,0.468637,-1.465526,-0.350645,0.145586,-0.946996,-0.121114,0.111931,-1.689112,-0.234448,1.023701,-1.369400,-0.233837,1.141013,-1.368193,-0.248200,1.420951,-1.325415,-0.257354,1.516379,-1.275905,-0.304444,1.360651,-1.346307,-0.183639,1.365694,-1.329190,-0.423247,1.327623,-1.384951,-0.056683,1.341758,-1.326415,-0.449273,1.081064,-1.501711,0.062336,1.126449,-1.205675,-0.471435,0.822784,-1.596876,0.047440,0.932714,-1.009459,-0.371315,0.159456,-0.791763,-0.116510,0.027030,-1.556872,,,,,,,,,,-0.435017,0.785295,-1.588201,-0.406933,0.747182,-1.591390,-0.382668,0.712223,-1.601848,-0.435494,0.704396,-1.620144,-0.413291,0.676499,-1.635749,-0.387552,0.658503,-1.649164,-0.444005,0.708648,-1.647294,-0.421171,0.687356,-1.665497,-0.394805,0.672514,-1.682276,-0.451280,0.721687,-1.664842,-0.428476,0.701509,-1.684070,-0.401095,0.691764,-1.699855,-0.458319,0.741895,-1.683028,-0.430396,0.721230,-1.705489,-0.408542,0.714690,-1.717855,0.006945,0.902818,-0.992927,-0.020226,0.866015,-0.980327,-0.032447,0.825438,-0.969171,0.007449,0.847784,-0.925577,-0.006417,0.813409,-0.913708,-0.022054,0.783213,-0.916876,0.033114,0.835079,-0.928320,0.023030,0.801967,-0.917927,0.008394,0.772439,-0.928455,0.053681,0.832033,-0.938250,0.043924,0.798394,-0.929878,0.029314,0.774381,-0.947307,0.076480,0.831285,-0.954630,0.063650,0.792595,-0.947580,0.052216,0.770649,-0.955386,-0.236905,1.275436,-1.362268
38,9.362,-0.237190,0.916472,-1.302825,-0.325602,0.846291,-1.306645,-0.143270,0.853845,-1.306491,-0.336845,0.510335,-1.078964,-0.133420,0.468265,-1.433232,-0.346062,0.122605,-0.915216,-0.121628,0.124890,-1.676516,-0.241311,1.016095,-1.310329,-0.242161,1.133411,-1.310827,-0.259393,1.413825,-1.272388,-0.271070,1.509777,-1.224447,-0.314795,1.352965,-1.293895,-0.194503,1.358841,-1.273713,-0.432350,1.317859,-1.334477,-0.067398,1.336308,-1.267771,-0.457941,1.068273,-1.444722,0.051441,1.120424,-1.147886,-0.480761,0.809208,-1.537569,0.045391,0.922101,-0.955825,-0.360783,0.101013,-0.760187,-0.115261,0.025732,-1.554680,,,,,,,,,,-0.444740,0.770771,-1.531915,-0.417640,0.732255,-1.537707,-0.394796,0.697297,-1.550990,-0.448461,0.690981,-1.566337,-0.427600,0.663290,-1.584024,-0.402920,0.645350,-1.599366,-0.458212,0.696277,-1.592880,-0.436705,0.675116,-1.612775,-0.411473,0.660287,-1.631226,-0.466072,0.710017,-1.609622,-0.444607,0.690057,-1.630543,-0.418210,0.680319,-1.647927,-0.473582,0.730938,-1.626785,-0.447098,0.710341,-1.650983,-0.425952,0.703687,-1.664469,0.005372,0.892216,-0.938152,-0.021216,0.855491,-0.924159,-0.032124,0.814966,-0.911546,0.006748,0.839767,-0.868781,-0.006151,0.805856,-0.854694,-0.021100,0.775172,-0.855836,0.032609,0.827372,-0.871064,0.023332,0.794648,-0.858851,0.009281,0.764285,-0.867662,0.053220,0.824278,-0.880887,0.044371,0.790879,-0.870733,0.030283,0.765645,-0.886813,0.076026,0.823273,-0.897243,0.064496,0.784549,-0.888368,0.053740,0.761932,-0.895159,-0.246473,1.267873,-1.306907
39,9.395,-0.247102,0.912256,-1.239319,-0.336158,0.842898,-1.243213,-0.153771,0.848677,-1.241230,-0.343931,0.503681,-1.020271,-0.142786,0.469860,-1.386861,-0.343823,0.104180,-0.887485,-0.122413,0.143293,-1.651761,-0.250161,1.011815,-1.248082,-0.252489,1.129078,-1.250896,-0.270493,1.410435,-1.219829,-0.284523,1.507309,-1.174441,-0.325797,1.349145,-1.240348,-0.205741,1.355281,-1.218876,-0.442879,1.312575,-1.281004,-0.078688,1.332747,-1.211926,-0.474042,1.059169,-1.380583,0.038209,1.111654,-1.099880,-0.502047,0.796498,-1.461055,0.043168,0.904305,-0.917568,-0.356793,0.048860,-0.740896,-0.112669,0.021596,-1.552706,,,,,,,,,,-0.466648,0.757265,-1.457235,-0.440818,0.718099,-1.464326,-0.419796,0.682670,-1.479265,-0.474182,0.677400,-1.490851,-0.454945,0.649289,-1.509679,-0.431582,0.630840,-1.526415,-0.485330,0.682779,-1.516821,-0.465370,0.661054,-1.537694,-0.441486,0.645591,-1.557378,-0.493831,0.696609,-1.533172,-0.473973,0.676080,-1.555106,-0.448794,0.665675,-1.573856,-0.501842,0.717606,-1.550011,-0.477052,0.696067,-1.575165,-0.456764,0.688710,-1.589573,0.003219,0.874790,-0.899132,-0.023393,0.838326,-0.884514,-0.033919,0.797821,-0.871519,0.005242,0.822816,-0.829420,-0.006987,0.789422,-0.813609,-0.021770,0.758640,-0.813044,0.030994,0.810247,-0.831973,0.022117,0.777893,-0.818539,0.007951,0.747222,-0.825995,0.051447,0.806959,-0.842059,0.043082,0.773793,-0.830792,0.028831,0.748020,-0.845840,0.074017,0.805700,-0.858722,0.063183,0.766985,-0.848978,0.052598,0.744122,-0.855188,-0.257553,1.263569,-1.250218
40,9.428,-0.257237,0.911346,-1.178498,-0.346750,0.842592,-1.182603,-0.164358,0.847080,-1.178674,-0.358286,0.510297,-0.949626,-0.142246,0.462075,-1.305614,-0.344177,0.096651,-0.872609,-0.119348,0.167648,-1.605650,-0.259471,1.010821,-1.188398,-0.262982,1.128009,-1.192692,-0.280503,1.410060,-1.167338,-0.296166,1.507721,-1.124228,-0.336186,1.348624,-1.186336,-0.216047,1.354590,-1.165287,-0.453551,1.311172,-1.225342,-0.089124,1.331148,-1.158983,-0.493974,1.054531,-1.312538,0.025225,1.101642,-1.062273,-0.529516,0.787828,-1.374683,0.041945,0.881625,-0.896235,-0.356480,0.024527,-0.733456,-0.108664,0.020651,-1.550928,,,,,,,,,,-0.494541,0.748369,-1.369515,-0.469485,0.708440,-1.374930,-0.449772,0.671957,-1.389096,-0.504243,0.666675,-1.397748,-0.486010,0.637323,-1.415658,-0.463493,0.617659,-1.432171,-0.516163,0.670583,-1.423638,-0.497082,0.647353,-1.443698,-0.473978,0.630397,-1.463081,-0.525008,0.683487,-1.440553,-0.506130,0.661308,-1.461733,-0.481706,0.649341,-1.480551,-0.533284,0.703505,-1.458426,-0.509308,0.679758,-1.482351,-0.489444,0.670987,-1.496557,0.002018,0.852198,-0.877611,-0.024780,0.815737,-0.863330,-0.036087,0.775200,-0.851114,0.004975,0.798283,-0.809423,-0.006891,0.764855,-0.793407,-0.021847,0.734167,-0.792489,0.030459,0.785414,-0.812970,0.021762,0.752991,-0.799583,0.007123,0.722475,-0.806756,0.050602,0.782107,-0.823657,0.042345,0.748838,-0.812617,0.027459,0.723367,-0.827566,0.072729,0.780980,-0.840913,0.061936,0.742118,-0.831724,0.051063,0.719422,-0.838047,-0.268429,1.262476,-1.194425
41,9.462,-0.266740,0.913472,-1.121494,-0.356519,0.845090,-1.126000,-0.174169,0.848783,-1.119931,-0.374076,0.519160,-0.884562,-0.134463,0.451463,-1.193359,-0.343332,0.099449,-0.873120,-0.120279,0.201735,-1.531985,-0.268390,1.012854,-1.132392,-0.271893,1.130015,-1.137365,-0.289170,1.412334,-1.114575,-0.305697,1.510321,-1.072538,-0.345033,1.350708,-1.132391,-0.224704,1.356877,-1.112518,-0.462880,1.311965,-1.168580,-0.097807,1.332938,-1.107749,-0.512470,1.052458,-1.241371,0.014744,1.095169,-1.030938,-0.553605,0.782143,-1.280021,0.042533,0.862041,-0.885560,-0.355772,0.027373,-0.733955,-0.113561,0.044663,-1.531444,,,,,,,,,,-0.519300,0.742684,-1.271472,-0.495145,0.701880,-1.273206,-0.477129,0.663865,-1.285478,-0.531190,0.658741,-1.290898,-0.514264,0.627228,-1.306234,-0.492786,0.605333,-1.321255,-0.543584,0.660213,-1.316818,-0.525421,0.634606,-1.334720,-0.503097,0.615214,-1.352681,-0.552539,0.671491,-1.334805,-0.534811,0.646656,-1.353931,-0.511215,0.632050,-1.371923,-0.560806,0.689733,-1.354491,-0.537566,0.662852,-1.375670,-0.518059,0.652020,-1.388916,0.003111,0.831747,-0.867255,-0.023378,0.794629,-0.854135,-0.034723,0.753584,-0.843794,0.008120,0.774046,-0.802365,-0.003224,0.739794,-0.787775,-0.018200,0.709102,-0.787982,0.033397,0.761309,-0.807515,0.025213,0.728257,-0.795405,0.010315,0.698077,-0.803420,0.053142,0.758542,-0.819063,0.045190,0.724737,-0.809534,0.029709,0.700102,-0.825260,0.074655,0.758318,-0.837113,0.064109,0.719028,-0.829611,0.052973,0.696688,-0.836699,-0.277362,1.264463,-1.140171
42,9.495,-0.274909,0.918835,-1.067170,-0.364946,0.850837,-1.072289,-0.182673,0.853732,-1.063900,-0.383887,0.518700,-0.839570,-0.132387,0.450908,-1.069907,-0.343430,0.100948,-0.872416,-0.128224,0.240081,-1.434280,-0.275947,1.018133,-1.078876,-0.278798,1.135302,-1.084093,-0.293896,1.417703,-1.061045,-0.309851,1.515615,-1.018616,-0.350509,1.356389,-1.077524,-0.229704,1.361891,-1.060549,-0.469257,1.317023,-1.109892,-0.102914,1.336977,-1.059132,-0.528111,1.055144,-1.165183,0.005207,1.092003,-1.000829,-0.573152,0.782883,-1.175234,0.041319,0.847898,-0.876874,-0.355927,0.028966,-0.733207,-0.116537,0.085684,-1.461518,,,,,,,,,,-0.539716,0.743538,-1.163361,-0.516700,0.702092,-1.161367,-0.500803,0.662596,-1.171742,-0.554278,0.658422,-1.173773,-0.539117,0.624727,-1.186002,-0.519016,0.600398,-1.199054,-0.567230,0.657583,-1.199449,-0.550375,0.629607,-1.214920,-0.529161,0.607654,-1.231198,-0.576298,0.667209,-1.218316,-0.560120,0.639733,-1.235055,-0.537648,0.622290,-1.251924,-0.584534,0.683565,-1.239607,-0.562477,0.653803,-1.258017,-0.543554,0.640956,-1.270272,0.002336,0.816612,-0.859312,-0.023957,0.778812,-0.847853,-0.034422,0.736953,-0.840197,0.009189,0.754522,-0.798790,-0.001970,0.719310,-0.786528,-0.017205,0.688817,-0.788638,0.034170,0.742041,-0.805708,0.026246,0.708249,-0.795641,0.010907,0.678748,-0.805201,0.053473,0.739980,-0.818118,0.045621,0.705618,-0.810741,0.029428,0.682236,-0.827620,0.074333,0.740897,-0.836897,0.063962,0.701205,-0.831589,0.052510,0.679380,-0.839701,-0.283520,1.269777,-1.086944
43,9.528,-0.280907,0.927263,-1.015401,-0.371256,0.859739,-1.021251,-0.189096,0.861665,-1.010472,-0.387255,0.514107,-0.808851,-0.137811,0.463275,-0.951419,-0.343524,0.100344,-0.873042,-0.141344,0.261242,-1.320746,-0.281223,1.026482,-1.027789,-0.283218,1.143670,-1.032987,-0.294370,1.426005,-1.007739,-0.307762,1.523709,-0.963965,-0.352314,1.365404,-1.022090,-0.230812,1.369542,-1.010582,-0.472439,1.326049,-1.048915,-0.104348,1.343370,-1.015095,-0.538797,1.062411,-1.083460,-0.002304,1.092631,-0.972450,-0.584340,0.790996,-1.060746,0.043481,0.840086,-0.870564,-0.356012,0.028037,-0.734000,-0.118942,0.107364,-1.343911,,,,,,,,,,-0.551159,0.752350,-1.046170,-0.528829,0.710830,-1.040792,-0.514450,0.670126,-1.048319,-0.567662,0.666958,-1.047144,-0.553996,0.631622,-1.056050,-0.535162,0.605321,-1.067001,-0.581665,0.663772,-1.072072,-0.566211,0.633808,-1.085087,-0.546280,0.609610,-1.099722,-0.591323,0.671607,-1.091468,-0.576486,0.642092,-1.105806,-0.555134,0.622374,-1.121591,-0.600127,0.685868,-1.114002,-0.579440,0.653923,-1.130211,-0.561293,0.639507,-1.141881,0.005362,0.807461,-0.853549,-0.020382,0.768834,-0.843716,-0.029226,0.726155,-0.839174,0.015071,0.741010,-0.798275,0.004500,0.704933,-0.788204,-0.010844,0.674650,-0.791923,0.039678,0.729154,-0.807310,0.032193,0.694675,-0.799487,0.016358,0.665977,-0.810564,0.058357,0.728086,-0.820756,0.050913,0.693230,-0.815601,0.033941,0.671117,-0.833398,0.078288,0.730470,-0.840396,0.068510,0.690375,-0.837577,0.056844,0.669090,-0.846751,-0.286735,1.278194,-1.035199
44,9.562,-0.284246,0.938285,-0.965579,-0.374896,0.871245,-0.972278,-0.192890,0.872194,-0.959048,-0.385203,0.509547,-0.788159,-0.143682,0.486570,-0.841982,-0.343884,0.098859,-0.870989,-0.154361,0.261372,-1.197517,-0.283822,1.037434,-0.978518,-0.285103,1.154635,-0.983629,-0.292696,1.436836,-0.956295,-0.302510,1.534356,-0.911182,-0.351794,1.376776,-0.967967,-0.229822,1.379930,-0.962949,-0.473366,1.337736,-0.987828,-0.104065,1.352630,-0.974714,-0.543645,1.073137,-1.000087,-0.007297,1.097566,-0.948634,-0.583246,0.805882,-0.942972,0.049105,0.838900,-0.870107,-0.356422,0.026676,-0.731888,-0.132065,0.105760,-1.199644,,,,,,,,,,-0.549383,0.768666,-0.926382,-0.527034,0.727700,-0.917790,-0.513297,0.686221,-0.921112,-0.566557,0.684015,-0.916162,-0.553734,0.647660,-0.921513,-0.535847,0.619945,-0.930359,-0.582366,0.678177,-0.939479,-0.568145,0.646634,-0.949913,-0.549528,0.620550,-0.962954,-0.593353,0.683858,-0.958918,-0.579480,0.652873,-0.970933,-0.559233,0.631449,-0.985930,-0.603670,0.695541,-0.982279,-0.584472,0.661781,-0.996523,-0.567331,0.646007,-1.007954,0.012787,0.804475,-0.852706,-0.011783,0.764828,-0.843990,-0.019172,0.721655,-0.842663,0.027610,0.733799,-0.804225,0.018535,0.696909,-0.795770,0.003331,0.666651,-0.800200,0.051421,0.723060,-0.816282,0.044833,0.687977,-0.810637,0.028253,0.660058,-0.822579,0.068883,0.723358,-0.831311,0.062358,0.688076,-0.828237,0.044157,0.667076,-0.846169,0.087038,0.727628,-0.852306,0.078211,0.687214,-0.852167,0.066150,0.666530,-0.862167,-0.287690,1.289189,-0.985205
45,9.595,-0.285112,0.950207,-0.915039,-0.376035,0.883645,-0.922716,-0.194225,0.883638,-0.906991,-0.379934,0.505825,-0.774162,-0.148722,0.516080,-0.740670,-0.343976,0.097309,-0.869321,-0.165265,0.251595,-1.067789,-0.283955,1.049299,-0.928364,-0.285055,1.166494,-0.933669,-0.290094,1.448678,-0.905874,-0.296500,1.546080,-0.859904,-0.349980,1.388929,-0.914796,-0.227894,1.391474,-0.915602,-0.472788,1.350841,-0.927684,-0.103232,1.362978,-0.934205,-0.544877,1.086609,-0.918410,-0.011079,1.104999,-0.926708,-0.572048,0.827245,-0.827592,0.052828,0.841932,-0.872235,-0.356692,0.025366,-0.730111,-0.150754,0.097564,-1.039848,,,,,,,,,,-0.536521,0.792130,-0.809936,-0.513231,0.752385,-0.798560,-0.498800,0.711041,-0.796907,-0.552185,0.709553,-0.787556,-0.539395,0.672843,-0.789430,-0.522026,0.644265,-0.796357,-0.570213,0.700973,-0.808269,-0.556834,0.668318,-0.816063,-0.539383,0.640739,-0.827546,-0.583113,0.704267,-0.827074,-0.569896,0.672207,-0.836787,-0.550801,0.649365,-0.851190,-0.595765,0.713022,-0.850567,-0.578050,0.677632,-0.862606,-0.562113,0.660496,-0.873816,0.018451,0.806021,-0.853916,-0.005354,0.765731,-0.846075,-0.012961,0.722616,-0.847955,0.038136,0.731092,-0.814377,0.030313,0.693552,-0.807723,0.014737,0.663544,-0.812546,0.060221,0.721536,-0.830144,0.054046,0.686082,-0.826831,0.035906,0.659272,-0.839044,0.075774,0.723248,-0.847057,0.069616,0.687776,-0.846243,0.049337,0.668234,-0.863585,0.091351,0.729476,-0.869578,0.082604,0.689132,-0.872228,0.069451,0.669337,-0.882644,-0.287210,1.301056,-0.935197
46,9.628,-0.284693,0.960177,-0.862543,-0.375874,0.894111,-0.871376,-0.194304,0.893114,-0.853107,-0.373804,0.502902,-0.762826,-0.155441,0.543987,-0.649560,-0.344052,0.096223,-0.867516,-0.173990,0.237330,-0.937398,-0.282792,1.059236,-0.876025,-0.284192,1.176407,-0.881763,-0.286598,1.458667,-0.854543,-0.289780,1.555978,-0.808046,-0.347245,1.399349,-0.860800,-0.225286,1.400982,-0.866747,-0.471057,1.362925,-0.867325,-0.102058,1.370891,-0.891403,-0.545089,1.100695,-0.838069,-0.015209,1.111227,-0.902967,-0.554397,0.853614,-0.715104,0.050972,0.845038,-0.871040,-0.357015,0.024435,-0.728250,-0.164646,0.093749,-0.874041,,,,,,,,,,-0.516138,0.821406,-0.697617,-0.490630,0.783674,-0.684307,-0.473913,0.743615,-0.678296,-0.526888,0.742067,-0.663633,-0.513187,0.705667,-0.662192,-0.495762,0.676745,-0.667313,-0.546955,0.730757,-0.680868,-0.533678,0.697544,-0.686033,-0.516915,0.668947,-0.695944,-0.562028,0.731528,-0.698277,-0.549040,0.698723,-0.705488,-0.531020,0.674591,-0.719154,-0.577544,0.737138,-0.721002,-0.560625,0.700625,-0.730581,-0.545732,0.682350,-0.741422,0.017456,0.808736,-0.851913,-0.007075,0.768733,-0.844882,-0.016916,0.726308,-0.849738,0.038303,0.729652,-0.822311,0.029962,0.691885,-0.817973,0.012757,0.662875,-0.823332,0.057806,0.720916,-0.841572,0.050490,0.685535,-0.840681,0.029787,0.660612,-0.852812,0.071223,0.723727,-0.860090,0.063758,0.688532,-0.861654,0.040694,0.671313,-0.877945,0.084187,0.731579,-0.883732,0.073609,0.691935,-0.888988,0.058541,0.673574,-0.899437,-0.286039,1.310970,-0.883621
47,9.662,-0.284417,0.965748,-0.811283,-0.375811,0.900179,-0.821505,-0.194518,0.898193,-0.800744,-0.366881,0.499570,-0.756205,-0.162893,0.572926,-0.559845,-0.343861,0.094738,-0.869404,-0.180801,0.216657,-0.783419,-0.281815,1.064823,-0.824531,-0.283439,1.181997,-0.830151,-0.282556,1.464206,-0.802439,-0.282408,1.561299,-0.755381,-0.344024,1.405531,-0.806284,-0.222403,1.405914,-0.817252,-0.468591,1.371163,-0.806983,-0.100909,1.374232,-0.847812,-0.545431,1.112356,-0.759908,-0.020103,1.114257,-0.879196,-0.530032,0.882264,-0.607998,0.044605,0.846022,-0.868300,-0.356575,0.022633,-0.730278,-0.172132,0.097053,-0.681750,,,,,,,,,,-0.488489,0.853803,-0.591532,-0.459827,0.818923,-0.576929,-0.440052,0.780913,-0.567736,-0.491372,0.779151,-0.546991,-0.475813,0.743788,-0.542289,-0.457653,0.715043,-0.545497,-0.512775,0.765091,-0.560100,-0.498648,0.731915,-0.562505,-0.481822,0.702787,-0.570598,-0.529818,0.763146,-0.575482,-0.516350,0.730026,-0.579783,-0.498991,0.704764,-0.592208,-0.548159,0.765304,-0.596639,-0.530918,0.728324,-0.603452,-0.516610,0.709212,-0.613618,0.010963,0.809896,-0.849064,-0.015264,0.770801,-0.843128,-0.028273,0.729671,-0.850837,0.029566,0.727232,-0.829421,0.019271,0.689735,-0.827780,-0.000264,0.662408,-0.833944,0.046343,0.719396,-0.851439,0.036829,0.684568,-0.853040,0.013365,0.662177,-0.865084,0.057913,0.723294,-0.870978,0.047994,0.688907,-0.874980,0.022262,0.674723,-0.890161,0.068828,0.732735,-0.895070,0.055247,0.694428,-0.902771,0.038027,0.678027,-0.913154,-0.284734,1.316570,-0.831750
48,9.695,-0.284383,0.967061,-0.760198,-0.375922,0.901972,-0.772056,-0.194921,0.899035,-0.748987,-0.361053,0.496933,-0.748505,-0.171445,0.592041,-0.484346,-0.343198,0.094521,-0.870892,-0.183570,0.196555,-0.628139,-0.281180,1.066214,-0.772709,-0.283113,1.183425,-0.777384,-0.278513,1.465358,-0.747463,-0.275330,1.562078,-0.699749,-0.340832,1.407490,-0.749342,-0.219741,1.406446,-0.765095,-0.465927,1.375426,-0.744704,-0.100175,1.373674,-0.801544,-0.547056,1.121247,-0.682149,-0.026148,1.114920,-0.853194,-0.501107,0.912049,-0.507849,0.034435,0.845625,-0.861311,-0.355344,0.022325,-0.731762,-0.173532,0.107155,-0.499206,,,,,,,,,,-0.456895,0.887353,-0.492279,-0.425413,0.855710,-0.476184,-0.402844,0.820249,-0.463798,-0.451888,0.819936,-0.437552,-0.434410,0.786124,-0.429427,-0.415455,0.757731,-0.430346,-0.473977,0.803578,-0.446046,-0.458783,0.770802,-0.445102,-0.441675,0.741244,-0.450642,-0.492480,0.798982,-0.458984,-0.478260,0.765905,-0.459746,-0.461323,0.739457,-0.470112,-0.513061,0.797568,-0.478038,-0.495123,0.760426,-0.481179,-0.481186,0.740366,-0.489936,0.000407,0.809381,-0.842995,-0.027461,0.771209,-0.838787,-0.043364,0.731785,-0.849426,0.015749,0.724316,-0.833312,0.003254,0.687483,-0.834703,-0.018382,0.662089,-0.842006,0.030260,0.718000,-0.857337,0.018582,0.684070,-0.861639,-0.007057,0.664320,-0.873868,0.040455,0.723336,-0.877298,0.028145,0.690140,-0.883881,0.000470,0.679012,-0.898165,0.049956,0.734683,-0.901165,0.033509,0.698132,-0.911397,0.014550,0.683808,-0.921823,-0.283734,1.318011,-0.777825
